paper_id,title,domain,year,split,semantic_knn,predicted_novel
SKG_DIA_51,Modeling Multi-Action Policy for Task-Oriented Dialogues,DIA,2019,SKG,0.927747130393982,0
SKG_DIA_62,Observing Dialogue in Therapy Categorizing and Forecasting Behavioral Codes,DIA,2019,SKG,0.91977059841156,0
SKG_DIA_66,ReCoSa Detecting the Relevant Contexts with Self-Attention for Multi-turn Dialogue Generation,DIA,2019,SKG,0.9510451555252076,1
SKG_MT_1011,Lattice Transformer for Speech Translation,MT,2019,SKG,0.9528957605361938,1
SKG_MT_1012,Bi-Directional Differentiable Input Reconstruction for Low-Resource Neural Machine Translation,MT,2019,SKG,0.9838212728500366,1
SKG_MT_1016,Incorporating Source Syntax into Transformer-Based Neural Machine Translation,MT,2019,SKG,0.951607882976532,1
SKG_MT_1216,SOURCE SOURce-Conditional Elmo-style Model for Machine Translation Quality Estimation,MT,2019,SKG,0.9493759274482728,1
SKG_MT_1217,English-Indonesian Neural Machine Translation for Spoken Language Domains,MT,2019,SKG,0.9479929208755492,1
SKG_MT_1022,Improving Neural Machine Translation Robustness via Data Augmentation Beyond Back-Translation,MT,2019,SKG,0.9419150352478028,0
SKG_MT_1028,Neural Fuzzy Repair Integrating Fuzzy Matches into Neural Machine Translation,MT,2019,SKG,0.9482811093330384,1
SKG_MT_1031,Competence-based Curriculum Learning for Neural Machine Translation,MT,2019,SKG,0.968453884124756,1
SKG_MT_1184,On the Importance of Word Boundaries in Character-level Neural Machine Translation,MT,2019,SKG,0.9523371458053588,1
SKG_SUM_73,Multi-News A Large-Scale Multi-Document Summarization Dataset and Abstractive Hierarchical Model,SUM,2019,SKG,0.943616271018982,0
SKG_SUM_79,Text Summarization with Pretrained Encoders,SUM,2019,SKG,0.9166313409805298,0
SKG_DIA_30,Entity-Consistent End-to-end Task-Oriented Dialogue System with KB Retriever,DIA,2019,SKG,0.9137243032455444,0
SKG_DIA_76,Improving Open-Domain Dialogue Systems via Multi-Turn Incomplete Utterance Restoration,DIA,2019,SKG,0.9365172386169434,0
SKG_DIA_84,"Hello, It’s GPT-2 - How Can I Help You Towards the Use of Pretrained Language Models for Task-Oriented Dialogue Systems",DIA,2019,SKG,0.9400274157524108,0
SKG_DIA_90,Constrained Decoding for Neural NLG from Compositional Representations in Task-Oriented Dialogue,DIA,2019,SKG,0.9400121569633484,0
SKG_DIA_96,A Practical Dialogue-Act-Driven Conversation Model for Multi-Turn Response Selection,DIA,2019,SKG,0.9318154454231262,0
SKG_SA_623,A Personalized Sentiment Model with Textual and Contextual Information,SA,2019,SKG,0.9372504949569702,0
SKG_SA_628,Human-Like Decision Making Document-level Aspect Sentiment Classification via Hierarchical Reinforcement Learning,SA,2019,SKG,0.934177041053772,0
SKG_SUM_21,Extractive Summarization of Long Documents by Combining Global and Local Context,SUM,2019,SKG,0.9282922744750975,0
SKG_SUM_30,Multimodal Abstractive Summarization for How2 Videos,SUM,2019,SKG,0.9414189457893372,0
SKG_SUM_31,NCLS Neural Cross-Lingual Summarization,SUM,2019,SKG,0.9484333992004396,1
SKG_MT_1241,The RWTH Aachen University Machine Translation Systems for WMT 2019,MT,2019,SKG,0.9455690383911132,0
SKG_MT_970,Learning to Stop in Structured Prediction for Neural Machine Translation,MT,2019,SKG,0.9817448854446412,1
SKG_MT_987,Neural Machine Translation of Low-Resource and Similar Languages with Backtranslation,MT,2019,SKG,0.9335769414901732,0
SKG_MT_992,Dynamic Past and Future for Neural Machine Translation,MT,2019,SKG,0.9353097677230836,0
SKG_MT_998,Generating Diverse Translations with Sentence Codes,MT,2019,SKG,0.9393829107284546,0
SKG_SUM_51,Attribute-aware Sequence Network for Review Summarization,SUM,2019,SKG,0.9398590326309204,0
SKG_SUM_57,Concept Pointer Network for Abstractive Summarization,SUM,2019,SKG,0.9418963193893432,0
SKG_DIA_139,Personalizing Dialogue Agents via Meta-Learning,DIA,2019,SKG,0.9413226842880248,0
SKG_DIA_147,A Semi-Supervised Stable Variational Network for Promoting Replier-Consistency in Dialogue Generation,DIA,2019,SKG,0.9330106973648072,0
SKG_DIA_149,Learning a Matching Model with Co-teaching for Multi-turn Response Selection in Retrieval-based Dialogue Systems,DIA,2019,SKG,0.9376274347305298,0
SKG_DIA_150,Skeleton-to-Response Dialogue Generation Guided by Retrieval Memory,DIA,2019,SKG,0.9804288744926452,1
SKG_SA_587,Distinguishing Clinical Sentiment The Importance of Domain Adaptation in Psychiatric Patient Health Records,SA,2019,SKG,0.915845513343811,0
SKG_SA_598,LexicalAT Lexical-Based Adversarial Reinforcement Training for Robust Sentiment Classification,SA,2019,SKG,0.9350866079330444,0
SKG_SA_610,Syntax-Aware Aspect Level Sentiment Classification with Graph Attention Networks,SA,2019,SKG,0.9298498034477234,0
SKG_DIA_106,Representing Movie Characters in Dialogues,DIA,2019,SKG,0.9426005482673644,0
SKG_DIA_111,Implicit Discourse Relation Identification for Open-domain Dialogues,DIA,2019,SKG,0.9319809675216676,0
SKG_DIA_113,DialogueGCN A Graph Convolutional Neural Network for Emotion Recognition in Conversation,DIA,2019,SKG,0.9399513006210328,0
SKG_MT_1261,Unsupervised Paraphrasing without Translation,MT,2019,SKG,0.9360628128051758,0
SKG_MT_1267,Unsupervised Neural Machine Translation with Future Rewarding,MT,2019,SKG,0.9524520039558412,1
SKG_MT_1285,Saliency-driven Word Alignment Interpretation for Neural Machine Translation,MT,2019,SKG,0.9348573684692384,0
SKG_MT_951,Zero-Resource Neural Machine Translation with Monolingual Pivot Data,MT,2019,SKG,0.9307479858398438,0
SKG_MT_953,Towards Linear Time Neural Machine Translation with Capsule Networks,MT,2019,SKG,0.9264785647392272,0
SKG_MT_1234,"When a Good Translation is Wrong in Context Context-Aware Machine Translation Improves on Deixis, Ellipsis, and Lexical Cohesion",MT,2019,SKG,0.9411894083023072,0
SKG_DIA_168,Ordinal and Attribute Aware Response Generation in a Multimodal Dialogue System,DIA,2019,SKG,0.9409284591674804,0
SKG_SA_516,Rethinking Attribute Representation and Injection for Sentiment Classification,SA,2019,SKG,0.9379437565803528,0
SKG_MT_1296,Syntax-Enhanced Neural Machine Translation with Syntax-Aware Word Representations,MT,2019,SKG,0.9836074113845824,1
SKG_MT_1301,Simpler and Faster Learning of Adaptive Policies for Simultaneous Translation,MT,2019,SKG,0.9391237497329712,0
SKG_MT_896,NTT Neural Machine Translation Systems at WAT 2019,MT,2019,SKG,0.9332512021064758,0
SKG_MT_902,Massively Multilingual Neural Machine Translation,MT,2019,SKG,0.9831860661506652,1
SKG_MT_904,Multilingual Neural Machine Translation with Language Clustering,MT,2019,SKG,0.9282609820365906,0
SKG_MT_918,Naver Labs Europe’s Systems for the Document-Level Generation and Translation Task at WNGT 2019,MT,2019,SKG,0.9455330967903136,0
SKG_MT_921,NICT’s Unsupervised Neural and Statistical Machine Translation Systems for the WMT19 News Translation Task,MT,2019,SKG,0.9358401298522948,0
SKG_MT_933,Robust Neural Machine Translation with Joint Textual and Phonetic Embedding,MT,2019,SKG,0.9382977485656738,0
SKG_MT_935,UCSYNLP-Lab Machine Translation Systems for WAT 2019,MT,2019,SKG,0.9393509030342102,0
SKG_DIA_123,Goal-Embedded Dual Hierarchical Model for Task-Oriented Dialogue Generation,DIA,2019,SKG,0.9285281896591188,0
SKG_SA_555,Predicting Discourse Structure using Distant Supervision from Sentiment,SA,2019,SKG,0.9287111163139344,0
SKG_SA_576,A Multilingual BPE Embedding Space for Universal Sentiment Lexicon Induction,SA,2019,SKG,0.9351121783256532,0
SKG_SA_581,Tree Communication Models for Sentiment Analysis,SA,2019,SKG,0.9405527114868164,0
SKG_DIA_129,Dirichlet Latent Variable Hierarchical Recurrent Encoder-Decoder in Dialogue Generation,DIA,2019,SKG,0.9336376190185548,0
SKG_DIA_202,Dialogue Act Classification with Context-Aware Self-Attention,DIA,2019,SKG,0.946533977985382,0
SKG_MT_837,"ESPnet How2 Speech Translation System for IWSLT 2019 Pre-training, Knowledge Distillation, and Going Deeper",MT,2019,SKG,0.9438953399658204,0
SKG_MT_843,Incremental Domain Adaptation for Neural Machine Translation in Low-Resource Settings,MT,2019,SKG,0.943474292755127,0
SKG_MT_846,Unbabel’s Participation in the WMT19 Translation Quality Estimation Shared Task,MT,2019,SKG,0.9441577792167664,0
SKG_MT_852,Paraphrases as Foreign Languages in Multilingual Neural Machine Translation,MT,2019,SKG,0.9403520822525024,0
SKG_MT_856,Hint-Based Training for Non-Autoregressive Machine Translation,MT,2019,SKG,0.922677218914032,0
SKG_MT_857,Lexical Micro-adaptation for Neural Machine Translation,MT,2019,SKG,0.9494703412055968,1
SKG_MT_864,Baidu Neural Machine Translation Systems for WMT19,MT,2019,SKG,0.951357364654541,1
SKG_MT_871,The LIG system for the English-Czech Text Translation Task of IWSLT 2019,MT,2019,SKG,0.9346534609794616,0
SKG_MT_875,Overcoming the Rare Word Problem for low-resource language pairs in Neural Machine Translation,MT,2019,SKG,0.9506436586380004,1
SKG_MT_876,Domain Adaptation of Neural Machine Translation by Lexicon Induction,MT,2019,SKG,0.943467140197754,0
SKG_MT_883,Machine Translation for Machines the Sentiment Classification Use Case,MT,2019,SKG,0.9368280172348022,0
SKG_SA_541,Learning Explicit and Implicit Structures for Targeted Sentiment Analysis,SA,2019,SKG,0.947109043598175,0
SKG_SA_543,Context-aware Interactive Attention for Multi-modal Sentiment and Emotion Analysis,SA,2019,SKG,0.9214078783988952,0
SKG_SA_553,Utilizing BERT for Aspect-Based Sentiment Analysis via Constructing Auxiliary Sentence,SA,2019,SKG,0.9321542978286744,0
SKG_DIA_164,Retrieval-guided Dialogue Response Generation via a Matching-to-Generation Framework,DIA,2019,SKG,0.9213631749153136,0
SKG_SA_446,Subversive Toxicity Detection using Sentiment Information,SA,2019,SKG,0.9150816798210144,0
SKG_SA_455,Aspect-Level Sentiment Analysis Via Convolution over Dependency Tree,SA,2019,SKG,0.9363623857498168,0
SKG_MT_336,Exploiting Monolingual Data at Scale for Neural Machine Translation,MT,2019,SKG,0.9289580583572388,0
SKG_MT_508,Towards Understanding Neural Machine Translation with Word Importance,MT,2019,SKG,0.9255274534225464,0
SKG_MT_608,Unsupervised Pivot Translation for Distant Languages,MT,2019,SKG,0.9424607157707214,0
SKG_MT_1061,DBMS-KU Interpolation for WMT19 News Translation Task,MT,2019,SKG,0.9374902844429016,0
SKG_MT_1275,UCSMNLP Statistical Machine Translation for WAT 2019,MT,2019,SKG,0.9373914003372192,0
SKG_MT_830,End-to-end Speech Translation System Description of LIT for IWSLT 2019,MT,2019,SKG,0.9422755241394044,0
SKG_MT_1321,Simple and Effective Paraphrastic Similarity from Parallel Translations,MT,2019,SKG,0.9456954002380372,0
SKG_SA_521,Context-aware Embedding for Targeted Aspect-based Sentiment Analysis,SA,2019,SKG,0.9504373669624328,1
SKG_SA_525,De-Mixing Sentiment from Code-Mixed Text,SA,2019,SKG,0.9429548382759094,0
SKG_DIA_178,Using Customer Service Dialogues for Satisfaction Analysis with Context-Assisted Multiple Instance Learning,DIA,2019,SKG,0.9220420718193054,0
SKG_DIA_188,Automatically Learning Data Augmentation Policies for Dialogue Tasks,DIA,2019,SKG,0.9221235513687134,0
SKG_DIA_193,A Dual-Attention Hierarchical Recurrent Neural Network for Dialogue Act Classification,DIA,2019,SKG,0.9399080276489258,0
SKG_DIA_196,Enhancing Dialogue Symptom Diagnosis with Global Attention and Symptom Graph,DIA,2019,SKG,0.9118574857711792,0
SKG_DIA_200,LIDA Lightweight Interactive Dialogue Annotator,DIA,2019,SKG,0.9268390536308287,0
SKG_DIA_234,Budgeted Policy Learning for Task-Oriented Dialogue Systems,DIA,2019,SKG,0.9404265284538268,0
SKG_DIA_247,What You See is What You Get Visual Pronoun Coreference Resolution in Dialogues,DIA,2019,SKG,0.9198483228683472,0
SKG_DIA_257,Multi-task Learning for Natural Language Generation in Task-Oriented Dialogue,DIA,2019,SKG,0.9408658146858216,0
SKG_DIA_261,Multimodal Transformer Networks for End-to-End Video-Grounded Dialogue Systems,DIA,2019,SKG,0.9367319941520692,0
SKG_MT_783,Meteor++ 2.0 Adopt Syntactic Level Paraphrase Knowledge into Machine Translation Evaluation,MT,2019,SKG,0.9434944987297058,0
SKG_MT_1350,ON-TRAC Consortium End-to-End Speech Translation Systems for the IWSLT 2019 Shared Task,MT,2019,SKG,0.9180939793586732,0
SKG_MT_1357,Better OOV Translation with Bilingual Terminology Mining,MT,2019,SKG,0.9409836530685424,0
SKG_MT_1358,Generalizing Back-Translation in Neural Machine Translation,MT,2019,SKG,0.9341999292373656,0
SKG_MT_1371,Retrieving Sequential Information for Non-Autoregressive Neural Machine Translation,MT,2019,SKG,0.9449119567871094,0
SKG_MT_792,Target Conditioned Sampling Optimizing Data Selection for Multilingual Neural Machine Translation,MT,2019,SKG,0.9458816647529602,0
SKG_MT_804,Soft Contextual Data Augmentation for Neural Machine Translation,MT,2019,SKG,0.9477778673171996,1
SKG_MT_808,Neural Machine Translation for English–Kazakh with Morphological Segmentation and Synthetic Data,MT,2019,SKG,0.9358874559402466,0
SKG_DIA_203,Linguistically-Informed Specificity and Semantic Plausibility for Dialogue Generation,DIA,2019,SKG,0.98133647441864,1
SKG_SA_479,Multi-Channel Convolutional Neural Network for Twitter Emotion and Sentiment Recognition,SA,2019,SKG,0.981286346912384,1
SKG_DIA_225,Zero-shot Cross-lingual Dialogue Systems with Transferable Latent Variables,DIA,2019,SKG,0.9450071454048156,0
SKG_DIA_227,GECOR An End-to-End Generative Ellipsis and Co-reference Resolution Model for Task-Oriented Dialogue,DIA,2019,SKG,0.942923665046692,0
SKG_SA_436,Latent Variable Sentiment Grammar,SA,2019,SKG,0.9370406866073608,0
SKG_SA_440,BERT Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis,SA,2019,SKG,0.9363883137702942,0
SKG_SA_444,Learning Bilingual Sentiment-Specific Word Embeddings without Cross-lingual Supervision,SA,2019,SKG,0.9817517995834352,1
SKG_DIA_276,Scalable and Accurate Dialogue State Tracking via Hierarchical Sequence Generation,DIA,2019,SKG,0.9273080825805664,0
SKG_DIA_277,Sampling Matters! An Empirical Study of Negative Sampling Strategies for Learning of Matching Models in Retrieval-based Dialogue Systems,DIA,2019,SKG,0.934589684009552,0
SKG_DIA_279,Adaptive Parameterization for Neural Dialogue Generation,DIA,2019,SKG,0.9370835423469543,0
SKG_DIA_282,Reading Turn by Turn Hierarchical Attention Architecture for Spoken Dialogue Comprehension,DIA,2019,SKG,0.9442410469055176,0
SKG_DIA_284,One Time of Interaction May Not Be Enough Go Deep with an Interaction-over-Interaction Network for Response Selection in Dialogues,DIA,2019,SKG,0.9353887438774108,0
SKG_MT_765,Look Harder A Neural Machine Translation Model with Hard Attention,MT,2019,SKG,0.957821488380432,1
SKG_MT_1374,Simple and Effective Noisy Channel Modeling for Neural Machine Translation,MT,2019,SKG,0.946532428264618,0
SKG_MT_1389,Machine Translation With Weakly Paired Documents,MT,2019,SKG,0.9324764013290404,0
SKG_MT_1397,Widening the Representation Bottleneck in Neural Machine Translation with Lexical Shortcuts,MT,2019,SKG,0.9406231641769408,0
SKG_MT_1398,Robust Neural Machine Translation with Doubly Adversarial Inputs,MT,2019,SKG,0.9376935958862304,0
SKG_MT_773,Multi-agent Learning for Neural Machine Translation,MT,2019,SKG,0.9466779828071594,0
SKG_MT_780,The University of Helsinki Submissions to the WMT19 Similar Language Translation Task,MT,2019,SKG,0.9383462071418762,0
SKG_SA_464,Variational Semi-Supervised Aspect-Term Sentiment Analysis via Transformer,SA,2019,SKG,0.9478541612625122,1
SKG_DIA_304,Conversation Model Fine-Tuning for Classifying Client Utterances in Counseling Dialogues,DIA,2019,SKG,0.9407663345336914,0
SKG_DIA_308,Self-Supervised Dialogue Learning,DIA,2019,SKG,0.9452301859855652,0
SKG_DIA_313,PolyResponse A Rank-based Approach to Task-Oriented Dialogue with Application in Restaurant Search and Booking,DIA,2019,SKG,0.9242612719535828,0
SKG_MT_1404,Learning to Generate Word- and Phrase-Embeddings for Efficient Phrase-Based Neural Machine Translation,MT,2019,SKG,0.9475471377372742,1
SKG_MT_1405,NICT’s Machine Translation Systems for the WMT19 Similar Language Translation Task,MT,2019,SKG,0.943860650062561,0
SKG_MT_1418,Monash University’s Submissions to the WNGT 2019 Document Translation Task,MT,2019,SKG,0.931922733783722,0
SKG_MT_1419,UCSMNLP Statistical Machine Translation for WAT 2019,MT,2019,SKG,0.9373912811279296,0
SKG_MT_1420,Adapting Multilingual Neural Machine Translation to Unseen Languages,MT,2019,SKG,0.9500338435173036,1
SKG_MT_1422,Unsupervised Question Answering by Cloze Translation,MT,2019,SKG,0.9439979791641236,0
SKG_MT_750,Word-based Domain Adaptation for Neural Machine Translation,MT,2019,SKG,0.9414006471633912,0
SKG_MT_751,Exploiting Multilingualism through Multistage Fine-Tuning for Low-Resource Neural Machine Translation,MT,2019,SKG,0.917375385761261,0
SKG_MT_756,Breaking the Data Barrier Towards Robust Speech Translation via Adversarial Stability Training,MT,2019,SKG,0.9399067163467408,0
SKG_MT_761,Multi-agent Learning for Neural Machine Translation,MT,2019,SKG,0.9466779828071594,0
SKG_DIA_266,Transferable Multi-Domain State Generator for Task-Oriented Dialogue Systems,DIA,2019,SKG,0.9329136610031128,0
SKG_DIA_268,Recommendation as a Communication Game Self-Supervised Bot-Play for Goal-oriented Dialogue,DIA,2019,SKG,0.9383098483085632,0
SKG_DIA_271,Improving Dialogue State Tracking by Discerning the Relevant Context,DIA,2019,SKG,0.9786235094070436,1
SKG_DIA_318,Evaluating Coherence in Dialogue Systems using Entailment,DIA,2019,SKG,0.939444065093994,0
SKG_SA_357,An Interactive Multi-Task Learning Network for End-to-End Aspect-Based Sentiment Analysis,SA,2019,SKG,0.7609573602676392,0
SKG_SA_376,Leveraging Structural and Semantic Correspondence for Attribute-Oriented Aspect Sentiment Discovery,SA,2019,SKG,0.922171413898468,0
SKG_SA_378,Machine Translation for Machines the Sentiment Classification Use Case,SA,2019,SKG,0.9368280172348022,0
SKG_SA_383,A Novel Aspect-Guided Deep Transition Model for Aspect Based Sentiment Analysis,SA,2019,SKG,0.94260436296463,0
SKG_MT_1445,Improving Mongolian-Chinese Neural Machine Translation with Morphological Noise,MT,2019,SKG,0.9369076490402222,0
SKG_MT_683,Findings of the First Shared Task on Machine Translation Robustness,MT,2019,SKG,0.9407711029052734,0
SKG_MT_687,Hierarchical Modeling of Global Context for Document-Level Neural Machine Translation,MT,2019,SKG,0.9377107620239258,0
SKG_MT_690,English-Myanmar Supervised and Unsupervised NMT NICT’s Machine Translation Systems at WAT-2019,MT,2019,SKG,0.9406335949897766,0
SKG_MT_696,Exploring Phoneme-Level Speech Representations for End-to-End Speech Translation,MT,2019,SKG,0.9419373273849488,0
SKG_MT_702,On the Word Alignment from Neural Machine Translation,MT,2019,SKG,0.9323318600654602,0
SKG_MT_703,The LMU Munich Unsupervised Machine Translation System for WMT19,MT,2019,SKG,0.9372583627700806,0
SKG_MT_721,Facebook FAIR’s WMT19 News Translation Task Submission,MT,2019,SKG,0.9491467475891112,1
SKG_SA_392,Improved Sentiment Detection via Label Transfer from Monolingual to Synthetic Code-Switched Text,SA,2019,SKG,0.938720405101776,0
SKG_SA_394,Aspect-based Sentiment Classification with Aspect-specific Graph Convolutional Networks,SA,2019,SKG,0.921959400177002,0
SKG_SA_399,Transfer Capsule Network for Aspect Level Sentiment Classification,SA,2019,SKG,0.9452850222587584,0
SKG_SA_300,Syntax-Ignorant N-gram Embeddings for Sentiment Analysis of Arabic Dialects,SA,2019,SKG,0.9297761917114258,0
SKG_SA_302,Learning with Noisy Labels for Sentence-level Sentiment Classification,SA,2019,SKG,0.9247814416885376,0
SKG_SA_303,Keep Calm and Switch On! Preserving Sentiment and Fluency in Semantic Text Exchange,SA,2019,SKG,0.9139803647994996,0
SKG_SA_328,Combining Sentiment Lexica with a Multi-View Variational Autoencoder,SA,2019,SKG,0.9317572712898254,0
SKG_SA_337,Domain-Invariant Feature Distillation for Cross-Domain Sentiment Classification,SA,2019,SKG,0.9423440098762512,0
SKG_SA_348,Adversarial Attack on Sentiment Classification,SA,2019,SKG,0.9289849996566772,0
SKG_SA_297,Open-Domain Targeted Sentiment Analysis via Span-Based Extraction and Classification,SA,2019,SKG,0.9483162760734558,1
SKG_MT_1469,"Simple, Scalable Adaptation for Neural Machine Translation",MT,2019,SKG,0.9298946261405944,0
SKG_MT_618,Multi-Granularity Self-Attention for Neural Machine Translation,MT,2019,SKG,0.9291804432868958,0
SKG_MT_621,Robust Neural Machine Translation for Clean and Noisy Speech Transcripts,MT,2019,SKG,0.9410972595214844,0
SKG_MT_626,Exploiting Sentential Context for Neural Machine Translation,MT,2019,SKG,0.9468164443969728,0
SKG_MT_640,Improving Domain Adaptation Translation with Domain Invariant and Specific Information,MT,2019,SKG,0.9825280904769896,1
SKG_MT_649,Generalized Data Augmentation for Low-Resource Translation,MT,2019,SKG,0.9469277262687684,0
SKG_MT_654,Improving Robustness of Machine Translation with Synthetic Noise,MT,2019,SKG,0.978868305683136,1
SKG_MT_655,Incorporating Word and Subword Units in Unsupervised Machine Translation Using Language Model Rescoring,MT,2019,SKG,0.947496771812439,1
SKG_MT_674,Differentiable Sampling with Flexible Reference Word Order for Neural Machine Translation,MT,2019,SKG,0.9839297533035278,1
SKG_SA_208,Learning to Detect Opinion Snippet for Aspect-Based Sentiment Analysis,SA,2019,SKG,0.9513404965400696,1
SKG_SA_216,An Investigation of Transfer Learning-Based Sentiment Analysis in Japanese,SA,2019,SKG,0.951618492603302,1
SKG_SA_218,Towards a Unified End-to-End Approach for Fully Unsupervised Cross-Lingual Sentiment Analysis,SA,2019,SKG,0.9422906041145324,0
SKG_SA_200,A Challenge Dataset and Effective Models for Aspect-Based Sentiment Analysis,SA,2019,SKG,0.9315217137336732,0
SKG_SA_271,DeepSentiPeer Harnessing Sentiment in Review Texts to Recommend Peer Review Decisions,SA,2019,SKG,0.9227123260498048,0
SKG_SA_272,Exploiting BERT for End-to-End Aspect-based Sentiment Analysis,SA,2019,SKG,0.9361294507980348,0
SKG_SA_279,Shallow Domain Adaptive Embeddings for Sentiment Analysis,SA,2019,SKG,0.9471510648727416,0
SKG_SA_294,Multi-Task Stance Detection with Sentiment and Stance Lexicons,SA,2019,SKG,0.91569983959198,0
SKG_SA_236,Progressive Self-Supervised Attention Learning for Aspect-Level Sentiment Analysis,SA,2019,SKG,0.928326427936554,0
SKG_SA_267,Learning to Control the Fine-grained Sentiment for Story Ending Generation,SA,2019,SKG,0.9376059770584106,0
SKG_MT_597,Shared-Private Bilingual Word Embeddings for Neural Machine Translation,MT,2019,SKG,0.951637089252472,1
SKG_MT_602,Recurrent Positional Embedding for Neural Machine Translation,MT,2019,SKG,0.9186558723449708,0
SKG_MT_609,Domain Differential Adaptation for Neural Machine Translation,MT,2019,SKG,0.9474915266036988,1
SKG_MT_616,Code-Switching for Enhancing NMT with Pre-Specified Translation,MT,2019,SKG,0.9355652928352356,0
SKG_MT_1463,Selective Attention for Context-aware Neural Machine Translation,MT,2019,SKG,0.9487754702568054,1
SKG_MT_1465,Multimodal Machine Translation with Embedding Prediction,MT,2019,SKG,0.973831295967102,1
SKG_SUM_210,Neural Extractive Text Summarization with Syntactic Compression,SUM,2019,SKG,0.93409264087677,0
SKG_SA_92,A Variational Approach to Weakly Supervised Document-Level Multi-Aspect Sentiment Classification,SA,2019,SKG,0.9437468647956848,0
SKG_SA_38,Transferable End-to-End Aspect-based Sentiment Analysis with Selective Adversarial Learning,SA,2019,SKG,0.9478005170822144,1
SKG_SA_39,Aspect Sentiment Classification Towards Question-Answering with Reinforced Bidirectional Attention Network,SA,2019,SKG,0.9306631088256836,0
SKG_SA_49,CAN Constrained Attention Networks for Multi-Aspect Sentiment Analysis,SA,2019,SKG,0.931323230266571,0
SKG_SA_134,Specificity-Driven Cascading Approach for Unsupervised Sentiment Modification,SA,2019,SKG,0.9305078387260436,0
SKG_SA_139,Sentiment Classification Using Document Embeddings Trained with Cosine Similarity,SA,2019,SKG,0.928575873374939,0
SKG_SA_141,Attention and Lexicon Regularized LSTM for Aspect-based Sentiment Analysis,SA,2019,SKG,0.9433076977729796,0
SKG_SA_147,Sentiment Tagging with Partial Labels using Modular Architectures,SA,2019,SKG,0.9329611659049988,0
SKG_SA_159,"An Ensemble of Humour, Sarcasm, and Hate Speechfor Sentiment Classification in Online Reviews",SA,2019,SKG,0.9368165135383606,0
SKG_SA_101,Towards Fine-grained Text Sentiment Transfer,SA,2019,SKG,0.946116268634796,0
SKG_SA_189,Mazajak An Online Arabic Sentiment Analyser,SA,2019,SKG,0.9392245411872864,0
SKG_PAR_25,JBNU at MRP 2019 Multi-level Biaffine Attention for Semantic Dependency Parsing,PAR,2019,SKG,0.9445846676826476,0
SKG_MT_570,Findings of the WMT 2019 Biomedical Translation Shared Task Evaluation for MEDLINE Abstracts and Biomedical Terminologies,MT,2019,SKG,0.9417577981948853,0
SKG_MT_577,Utilizing Monolingual Data in NMT for Similar Languages Submission to Similar Language Translation Task,MT,2019,SKG,0.946174144744873,0
SKG_MT_580,Neural Machine Translation Hindi-Nepali,MT,2019,SKG,0.9331437349319458,0
SKG_MT_522,Syntactically Supervised Transformers for Faster Neural Machine Translation,MT,2019,SKG,0.9293092489242554,0
SKG_MT_539,Facebook FAIR’s WMT19 News Translation Task Submission,MT,2019,SKG,0.9491467475891112,1
SKG_MT_544,A High-Quality Multilingual Dataset for Structured Documentation Translation,MT,2019,SKG,0.9483203887939452,1
SKG_MT_548,Iterative Dual Domain Adaptation for Neural Machine Translation,MT,2019,SKG,0.9309028387069702,0
SKG_MT_552,Unsupervised Extraction of Partial Translations for Neural Machine Translation,MT,2019,SKG,0.98148375749588,1
SKG_MT_556,Latent Variable Model for Multi-modal Translation,MT,2019,SKG,0.9417287707328796,0
SKG_MT_561,Facebook AI’s WAT19 Myanmar-English Translation Task Submission,MT,2019,SKG,0.950547993183136,1
SKG_MT_562,Improving Back-Translation with Uncertainty-based Confidence Estimation,MT,2019,SKG,0.9297504425048828,0
SKG_SA_11,A Challenge Dataset and Effective Models for Aspect-Based Sentiment Analysis,SA,2019,SKG,0.9315217137336732,0
SKG_SA_15,Adversarial Category Alignment Network for Cross-domain Sentiment Classification,SA,2019,SKG,0.982094407081604,1
SKG_SA_27,Capsule Network with Interactive Attention for Aspect-Level Sentiment Classification,SA,2019,SKG,0.9326540231704712,0
SKG_SA_35,Assessing the Efficacy of Clinical Sentiment Analysis and Topic Extraction in Psychiatric Readmission Risk Prediction,SA,2019,SKG,0.9106721878051758,0
SKG_SUM_200,BiSET Bi-directional Selective Encoding with Template for Abstractive Summarization,SUM,2019,SKG,0.946813464164734,0
SKG_SUM_201,Pretraining-Based Natural Language Generation for Text Summarization,SUM,2019,SKG,0.9375209808349608,0
SKG_SUM_202,Keep Meeting Summaries on Topic Abstractive Multi-Modal Meeting Summarization,SUM,2019,SKG,0.9436197280883788,0
SKG_SUM_207,Global Optimization under Length Constraint for Neural Text Summarization,SUM,2019,SKG,0.9317450523376464,0
SKG_QA_466,Episodic Memory Reader Learning What to Remember for Question Answering from Streaming Data,QA,2019,SKG,0.943354308605194,0
SKG_QA_473,Cross-Lingual Training for Automatic Question Generation,QA,2019,SKG,0.9424479603767396,0
SKG_QA_475,Unsupervised Question Answering by Cloze Translation,QA,2019,SKG,0.9439979791641236,0
SKG_QA_481,Question Answering by Reasoning Across Documents with Graph Convolutional Networks,QA,2019,SKG,0.9508288502693176,1
SKG_QA_482,Neural Arabic Question Answering,QA,2019,SKG,0.9372507333755492,0
SKG_QA_484,Curio SmartChat  A system for Natural Language Question Answering for Self-Paced K-12 Learning,QA,2019,SKG,0.9195083379745485,0
